name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Middle of Manhattan,Braulio,Manhattan,Hell's Kitchen,40.75939,-73.99501,Private room,100,1,1,2019-04-24,0.39,1,23
Private Spacious Bedroom in lush green Fort George,Aman,Manhattan,Washington Heights,40.85719,-73.93048,Private room,35,3,3,2019-06-14,3,1,5
Birdman movie Room in Brooklyn.30 Min to Manhattan,Andrey,Brooklyn,Bedford-Stuyvesant,40.68078,-73.91283,Private room,55,1,15,2019-07-07,5.49,3,20
"Beautiful condo in quiet Parkchester, close to NYC",Paul,Bronx,Parkchester,40.83516,-73.86024,Entire home/apt,85,2,1,2019-06-24,1,4,349
Modern 2 Br Apartment in Brooklyn. Close to NYC,Eric And Tansey,Brooklyn,Bushwick,40.68773,-73.91039,Private room,88,28,5,2019-06-30,2.73,1,24
"BRIGHT, STUNNING ROOM WITH AMAZING VIEWS.",Clemente,Manhattan,Upper East Side,40.76236,-73.96482,Private room,160,3,7,2019-07-01,2.47,1,81
Master Bedroom in Bushwick Minutes from Subways,Ariel,Brooklyn,Bushwick,40.6897,-73.91146,Private room,70,2,8,2019-06-04,3.08,3,61
Sunny Summer Space in Brooklyn’s Stuyvesant East,Tj,Brooklyn,Bedford-Stuyvesant,40.68305,-73.92322,Entire home/apt,76,3,7,2019-07-05,4.29,3,285
Master Bedroom w/Private bath Artsy Apt in Bushwik,Elena,Brooklyn,Bushwick,40.70041,-73.92884,Private room,90,5,2,2019-06-30,0.94,2,323
Relax in SoHo with private outdoor space,Gardea,Manhattan,Nolita,40.72202,-73.99491,Entire home/apt,200,2,7,2019-07-04,3.56,1,252
Cozy Queen Bedroom Private Half Bathroom in Harlem,Anastasia,Manhattan,Harlem,40.82032,-73.94464,Private room,59,1,6,2019-06-30,4.62,1,74
"Sunnyside room close to subway, Midtown & LGA.",Kazuya,Queens,Sunnyside,40.73614,-73.92068,Private room,35,30,0,,,103,245
Sunny,Catalina,Manhattan,Harlem,40.819,-73.94568,Entire home/apt,160,29,0,,,1,0
Duplex Penthouse w Sprawling Outdoor Terrace,Alexander,Brooklyn,Williamsburg,40.71664,-73.94534,Entire home/apt,300,15,0,,,1,35
Great 1BR in Times Square with terrace and view,Matt Et Vero,Manhattan,Hell's Kitchen,40.76412,-73.99173,Entire home/apt,269,5,0,,,1,19
"A+ Chelsea Location! MSG, Javits, Penn!",Mishael,Manhattan,Chelsea,40.74945,-73.99511,Entire home/apt,99,31,4,2019-06-14,1.45,1,165
Charming private bedroom in Hell’s Kitchen,Allan,Manhattan,Hell's Kitchen,40.76335,-73.99051,Private room,65,2,3,2019-05-27,1.25,1,0
"Cozy big Apt, Manhattan, Columbia, Central Park",Sijia,Manhattan,Morningside Heights,40.81153,-73.96112,Shared room,34,5,0,,,1,14
"Convenient, bright 1Bdr in Williamsburg, Brooklyn",Jeff,Brooklyn,Williamsburg,40.71139,-73.9598,Entire home/apt,150,2,4,2019-05-26,1.71,1,1
2 BDR apt in Brownstone Greenpoint Williamsburg,Casha,Brooklyn,Greenpoint,40.72599,-73.95498,Private room,185,1,8,2019-07-05,5.45,1,123
"High floor, sunny, clean and cozy FiDi apt:)",Stefanie,Manhattan,Financial District,40.70388,-74.0082,Entire home/apt,165,2,6,2019-07-01,2.50,1,1
Lexi's Global  Retreat in Flatbush! (New Host!!),Anderson,Brooklyn,East Flatbush,40.64418,-73.92556,Private room,125,1,11,2019-06-27,4.58,1,29
Middle town luxury studio close to penn station,Jiangbin,Manhattan,Chelsea,40.75114,-73.99843,Entire home/apt,150,8,3,2019-06-12,1.05,1,39
Artist's Harlem Apartment,Janice,Manhattan,Harlem,40.81003,-73.94535,Entire home/apt,100,6,0,,,1,332
Luxurious Rooms,Mary,Queens,Jamaica,40.68787,-73.77727,Private room,88,2,2,2019-05-31,1.50,1,180
Huge private room in convenient south Brooklyn,Laurin,Brooklyn,Gowanus,40.67435,-73.9891,Private room,99,1,20,2019-07-07,10.17,1,1
NYC High End Upper East Side Central Park Gem Home,Freda,Manhattan,Upper East Side,40.77867,-73.95143,Entire home/apt,151,1,30,2019-07-01,11.25,1,42
Crown Heights Amazing,Joslin,Brooklyn,Crown Heights,40.67637,-73.94309,Entire home/apt,105,2,6,2019-07-01,2.25,2,286
TRIBECA-Huge One Bedroom Doorman Apt,Iskender Turgay,Manhattan,Civic Center,40.71715,-74.00368,Entire home/apt,345,2,1,2019-04-17,0.36,1,179
Beautiful Studio,Ariel,Manhattan,East Harlem,40.7866,-73.94225,Entire home/apt,150,2,2,2019-05-05,0.87,1,102
Putnam Townhome,Dwayne,Brooklyn,Bedford-Stuyvesant,40.68482,-73.95136,Private room,57,2,12,2019-07-01,4.93,1,51
Perfect Location!,Natalie,Queens,Astoria,40.75792,-73.92249,Private room,120,1,0,,,2,89
Modern yet Cozy! Awesome Roommates and Near Metro!,Beck & Brad,Brooklyn,Bedford-Stuyvesant,40.6794,-73.94996,Private room,34,30,0,,,1,40
"Cute, comfy room in beautiful Brooklyn brownstone",Marie,Brooklyn,Bedford-Stuyvesant,40.6943,-73.95004,Private room,65,4,1,2019-05-26,0.67,1,17
Perfect Midtown East 1 Bed Just One Flight Stairs,William,Manhattan,Midtown,40.75886,-73.96596,Entire home/apt,200,5,12,2019-07-07,5.63,1,127
Cozy Sm Room Furnished!,Gen,Manhattan,Washington Heights,40.83532,-73.94428,Private room,47,5,4,2019-06-26,1.58,6,272
Cozy Brooklyn Getaway,Chanel,Brooklyn,Crown Heights,40.6756,-73.9251,Private room,100,3,2,2019-06-19,1.33,1,163
SoHo + Greenwich Penthouse Escape! Cozy Studio!,Julie Anne,Manhattan,Greenwich Village,40.7277,-74.00104,Entire home/apt,129,31,7,2019-06-29,2.80,1,167
Beautiful 2BR Bed Stuy Apartment,Dolores & David,Brooklyn,Bedford-Stuyvesant,40.67917,-73.94624,Entire home/apt,150,2,3,2019-07-04,3,1,251
Charming Studio with Fantastic Location,Norbert,Manhattan,Hell's Kitchen,40.76491,-73.98659,Entire home/apt,165,5,0,,,1,67
Sunny Private Room close to Manhattan(Blue),Hok Thu,Brooklyn,Bushwick,40.69612,-73.92918,Private room,66,2,11,2019-07-01,4.23,1,147
Comfy Bronx home away from home,Louise,Bronx,Kingsbridge,40.86925,-73.89974,Private room,35,1,8,2019-06-27,8,1,48
Sunny Private Room close to Manhattan(Yellow),Long,Brooklyn,Bushwick,40.69814,-73.9286,Private room,63,2,10,2019-06-30,3.85,1,127
"Spacious, natural light room in EAST WILLIAMSBURG",Alexis,Brooklyn,Williamsburg,40.70867,-73.93891,Private room,65,15,1,2019-06-07,0.94,1,0
Cute room in HK,Artem,Manhattan,Hell's Kitchen,40.76582,-73.98571,Private room,100,3,0,,,6,351
Beautiful room in East Village spacious apartment,Adrian,Manhattan,East Village,40.72777,-73.97951,Private room,180,3,0,,,1,91
"Dapper 1BR in Upper East Side w/ Doorman + Gym, next to Central Park",Blueground,Manhattan,Upper West Side,40.78548,-73.97078,Entire home/apt,352,30,0,,,232,202
Greenpoint Sunrise Studio (Private / Entire Apt),Jacqueline,Brooklyn,Greenpoint,40.73292,-73.95395,Entire home/apt,150,2,2,2019-06-30,2,1,241
Studio in doorman building in Tribeca,Jonas,Manhattan,Tribeca,40.7243,-74.0111,Entire home/apt,225,3,0,,,1,42
Luxurious 2BR Midtown Manhattan Perfect Location Fantastic views,Jiaming,Manhattan,Hell's Kitchen,40.77127,-73.99237,Entire home/apt,360,2,13,2019-06-25,4.94,1,251
Privacy in a shared Space!! Males Only Plz,J,Brooklyn,Bushwick,40.69541,-73.90785,Shared room,28,1,8,2019-06-17,3.20,4,41
NEW- Sunny and Modern Cobble Hill 1 Bedroom,Ashley,Brooklyn,Cobble Hill,40.68834,-73.9989,Entire home/apt,170,2,5,2019-06-19,2.31,1,43
Room in heart of NoHo/East Village,Carolina,Manhattan,East Village,40.7284,-73.99053,Private room,61,30,3,2019-06-01,1.76,1,84
Location! Room in Bklyn 10 minutes to Manhattan B2,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69804,-73.94546,Private room,79,2,9,2019-07-06,3.33,6,136
Epic 3bdr 2bath next to the best rooftop bars,Anthony,Manhattan,Lower East Side,40.71697,-73.98605,Entire home/apt,325,4,4,2019-07-07,2.03,1,65
Privacy in a Shared Space! Males only plz,J,Brooklyn,Bushwick,40.69606,-73.9095,Shared room,28,1,4,2019-06-24,1.71,4,53
Clean and comfortable Upper East Side location,Eugenio,Manhattan,East Harlem,40.78995,-73.94603,Private room,100,1,7,2019-05-28,2.56,1,0
The Green Place,Zabi,Queens,Long Island City,40.74895,-73.9474,Entire home/apt,199,2,6,2019-06-22,2.81,2,175
NEW COZY STUDIO WITH LARGE PRIVATE OUTDOOR SPACE,Allie,Manhattan,Upper East Side,40.78202,-73.94826,Entire home/apt,200,3,3,2019-06-14,1.76,2,0
Gorgeous Apartment on the Upper West Side,Aaron,Manhattan,Upper West Side,40.77318,-73.98836,Entire home/apt,300,3,2,2019-07-01,1.33,1,13
"Sunny, Spacious, Cozy, Charming Brooklyn Abode",Danielle,Brooklyn,Park Slope,40.67599,-73.97664,Entire home/apt,145,5,0,,,1,38
Location! Room in Bklyn 10 minutes to Manhattan B3,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69765,-73.94715,Private room,81,2,10,2019-07-05,4.17,6,121
Location! Room in Bklyn 10 minutes to Manhattan U1,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69952,-73.9451,Private room,81,2,13,2019-07-06,4.87,6,164
Location! Room in Bklyn 10 minutes to Manhattan U2,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69806,-73.94544,Private room,81,1,9,2019-06-24,3.80,6,105
Location! Room in Bklyn 10 minutes to Manhattan U3,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69741,-73.94555,Private room,81,2,9,2019-06-21,3.91,6,128
Appartment-2 rooms,Brigit,Brooklyn,Cypress Hills,40.68892,-73.87167,Entire home/apt,100,2,6,2019-06-12,2.34,2,150
Location! Room in Bklyn 10 minutes to Manhattan B1,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69915,-73.94709,Private room,81,2,0,,,6,150
Affordable Luxury 2 Bedroom & 2 Bath In Brooklyn,Chy,Brooklyn,Bedford-Stuyvesant,40.68946,-73.94181,Entire home/apt,165,4,9,2019-07-01,4.03,2,201
Sunny and spacious home in Greenpoint,Pamela,Brooklyn,Greenpoint,40.72215,-73.94317,Private room,75,5,2,2019-06-28,1.20,1,0
HUGE Master Suite in Spacious Duplex,Josephine,Manhattan,Hell's Kitchen,40.76537,-73.98767,Private room,92,5,2,2019-06-09,0.71,1,187
The Guest House,The,Queens,Elmhurst,40.73136,-73.87402,Private room,70,2,3,2019-06-17,1.67,1,0
Eclectic Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70913,-73.89486,Private room,34,30,0,,,23,324
New renovation cozy home 12 min train to Manhattan,Emma,Queens,Woodside,40.74508,-73.90291,Shared room,65,2,8,2019-06-29,3.04,1,89
Unique Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.7081,-73.89507,Private room,34,30,0,,,23,278
TW #5 Private Rm - 1st Fl. Queen Bed 1 to 2 Guests,Sharon & Erika,Bronx,Schuylerville,40.83715,-73.83489,Private room,60,1,20,2019-06-30,7.59,5,343
Sunny Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70722,-73.89614,Private room,34,30,1,2019-05-26,0.68,23,281
Charming Studio in the heart of Upper East Side,Olga,Manhattan,Upper East Side,40.77414,-73.95301,Entire home/apt,140,3,5,2019-07-02,2.46,1,18
Cozy Modern Townhouse Garden Apt,Monica,Brooklyn,Bedford-Stuyvesant,40.69258,-73.93638,Entire home/apt,95,5,3,2019-07-02,2.09,2,120
Stylish Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70775,-73.89472,Private room,34,30,0,,,23,201
Cozy Room near Prospect Park!,Chris,Brooklyn,Windsor Terrace,40.64807,-73.9789,Private room,40,7,0,,,1,102
"Shopping , City, Close the water Distance",Saadet,Brooklyn,Fort Hamilton,40.61523,-74.02917,Private room,60,4,0,,,1,155
Bright & designed apartment in Brooklyn,David,Brooklyn,Crown Heights,40.67144,-73.94613,Entire home/apt,120,2,14,2019-06-29,5.60,1,298
Stuyvesant Heights quiet private Apartment,Jean-Yves,Brooklyn,Bedford-Stuyvesant,40.68682,-73.93493,Entire home/apt,130,29,1,2019-06-22,1,2,283
"Free Cleaning & WiFi, Quick Walk to Metro-Modern!",John & Jennifer,Brooklyn,Bedford-Stuyvesant,40.69116,-73.92658,Private room,35,30,1,2019-05-13,0.52,3,53
Clinton Hill/Bed Stuy Artist Retreat,Navin,Brooklyn,Bedford-Stuyvesant,40.69214,-73.95217,Entire home/apt,189,3,10,2019-06-30,3.66,2,349
"Mi casa es tu casa, habitación 2",Valentina,Queens,Woodside,40.74351,-73.90405,Private room,44,1,11,2019-07-01,7.67,2,331
Stuyvesant Heights quiet private Apt - 2 bedrooms,Jean-Yves,Brooklyn,Bedford-Stuyvesant,40.68492,-73.9334,Entire home/apt,135,20,2,2019-06-18,1.50,2,285
Private room in Manhattan,Jessica,Manhattan,Washington Heights,40.8415,-73.9375,Private room,55,2,6,2019-07-01,2.54,1,0
Executive room for professional.,Victoria,Manhattan,Midtown,40.7651,-73.97808,Private room,199,1,1,2019-04-29,0.42,2,350
"Luxury studio w/doorman,gym,sauna,washer/dryer",Dan,Brooklyn,Crown Heights,40.67794,-73.96023,Entire home/apt,400,1,2,2019-05-05,0.82,1,362
"Amazing 3 Bed Apt, Less than 5 mins to Manhattan",Rafu,Queens,Long Island City,40.74657,-73.93289,Entire home/apt,129,1,3,2019-06-14,1.70,2,95
Bright & Cozy Apartment walking distance to Subway,Maggie,Brooklyn,Bedford-Stuyvesant,40.69422,-73.93232,Entire home/apt,225,2,10,2019-06-19,4.17,1,38
Nest,Adriana,Manhattan,Washington Heights,40.85531,-73.9283,Private room,75,2,1,2019-04-29,0.42,2,58
Free Cleaning & WiFi-Near Train + Bars & Nightlife,John & Jennifer,Brooklyn,Bedford-Stuyvesant,40.6908,-73.92784,Private room,35,30,1,2019-06-16,1,3,53
Centrally located on Broadway -Quick walk to metro,John & Jennifer,Brooklyn,Bedford-Stuyvesant,40.68938,-73.9263,Private room,35,30,0,,,3,54
Best Location in NYC! 4BR Steps to Central Park!,Cristina,Manhattan,Upper East Side,40.76458,-73.96759,Entire home/apt,159,31,9,2019-06-12,3.42,1,157
Private room close to the JFK airport,Rochelle,Brooklyn,Cypress Hills,40.68567,-73.87985,Private room,36,1,8,2019-06-23,3.69,1,192
chill zone,Monica,Brooklyn,Williamsburg,40.70628,-73.9379,Entire home/apt,190,1,13,2019-06-23,5.91,1,171
Bright and Chill Room in Bushwick for two friends!,Mihail,Brooklyn,Bushwick,40.69903,-73.9149,Private room,70,1,14,2019-06-30,5.32,4,78
Charming 2Bdr in Park Slope with roof deck,Louis-Marie,Brooklyn,Park Slope,40.6763,-73.97287,Entire home/apt,186,5,0,,,1,107
"Modern and bright 2Bed 2Bath Bushwick, Brooklyn",Ofier,Brooklyn,Bushwick,40.70205,-73.91338,Entire home/apt,150,2,4,2019-07-07,1.64,1,89
Cozy room with turquoise accent in historic Harlem,Karina,Manhattan,Harlem,40.81482,-73.94477,Private room,75,2,9,2019-07-03,3.75,1,227
Artsy apt in the heart of Brooklyn -- Near all!,Amy,Brooklyn,Bedford-Stuyvesant,40.68466,-73.94349,Entire home/apt,75,2,4,2019-06-19,1.85,1,103
Sunny and Cozy in Upper Manhattan,Judi,Manhattan,Washington Heights,40.83266,-73.9414,Private room,45,3,6,2019-06-23,2.31,1,4
"Large, Peaceful Private Room in Bushwick",Mihail,Brooklyn,Bushwick,40.69916,-73.91572,Private room,68,1,9,2019-07-02,3.42,4,55
3 Bedroom Full house - 15mins to NYC/Ferry,Mohsin,Staten Island,Todt Hill,40.61041,-74.11593,Entire home/apt,135,3,2,2019-06-23,0.86,3,36
Manhattan Ave Apartment 2 stops from Times Square,Ryan,Manhattan,Harlem,40.80712,-73.95686,Private room,103,2,14,2019-07-07,5.83,1,19
Beautiful duplex apartment by Times Square,Erik,Manhattan,Hell's Kitchen,40.7665,-73.98943,Shared room,85,1,9,2019-07-04,3.25,9,365
Entire Studio Apartment Over Looking Central Park,Ana,Manhattan,East Harlem,40.79551,-73.94813,Entire home/apt,200,7,2,2019-05-22,0.95,1,173
Central Park North Max-Room,Makis,Manhattan,Harlem,40.80332,-73.94853,Private room,95,1,11,2019-07-03,4.58,2,256
"LGA / Midtown, Prime room space w/ elevator +more",Kazuya,Queens,Woodside,40.74506,-73.90602,Private room,56,30,0,,,103,242
"Queens SPACIOUS Bedroom, 1–3 people, 25 min to NYC",Cheryl,Queens,Sunnyside,40.73591,-73.92415,Private room,90,2,12,2019-06-30,5.14,1,57
"Nice room in Brooklyn, Safe area 30m to D,N/Town",Nikolett,Brooklyn,Borough Park,40.6348,-74.00304,Private room,60,1,6,2019-06-23,2.25,2,46
ONLY WOMEN/CAMAS PARA MUJER/HABITACIÓN COMPARTIDA,Jess & Ana,Queens,Corona,40.74116,-73.86667,Shared room,24,1,4,2019-05-04,1.52,8,346
Cozy Artist's Haven Brooklyn Apartment,Constance,Brooklyn,Crown Heights,40.66681,-73.9549,Private room,45,2,4,2019-06-29,2.26,1,10
Private Room@Columbia University neighborhood,Peter,Manhattan,Upper West Side,40.80144,-73.96409,Private room,44,2,1,2019-05-15,0.55,1,0
"Spacious, Sunny, and quiet sanctuary in FlatbushBK",Maarouf,Brooklyn,Flatbush,40.65164,-73.95533,Entire home/apt,120,4,1,2019-05-08,0.48,1,0
Large 1BR apt. in luxury West Village building.,Michael,Manhattan,West Village,40.73264,-74.00422,Entire home/apt,450,2,4,2019-06-28,2.55,1,43
"Couch(sofácama), only women, near LGA & Manhattan",Jess & Ana,Queens,Corona,40.74086,-73.86618,Shared room,24,1,3,2019-05-12,1.11,8,332
Private Bedroom In 5BR Apt W 2 Baths Near 3 Trains,Yuval,Queens,Ridgewood,40.7093,-73.8954,Private room,34,30,0,,,23,252
"Your Private Oasis In A Shared Apt, Near 3 Trains!",Yuval,Queens,Ridgewood,40.70893,-73.89636,Private room,34,30,0,,,23,243
Absolutely Beautiful!,Maggie,Manhattan,Hell's Kitchen,40.76597,-73.9893,Private room,98,6,2,2019-05-14,0.97,3,4
Your New Private Bedroom Awaits! Near Good Transit,Yuval,Queens,Ridgewood,40.70897,-73.89663,Private room,34,30,0,,,23,335
Beautiful 2 bedroom 2 bathroom in East Harlem,Reema,Manhattan,East Harlem,40.79819,-73.93953,Entire home/apt,500,2,0,,,1,55
"Spacious Private Room W 3 Nearby Trains, In Queens",Yuval,Queens,Ridgewood,40.70762,-73.89526,Private room,34,30,0,,,23,317
Sleek & Sunny Private Bedroom With 3 Local Trains,Yuval,Queens,Ridgewood,40.70862,-73.89536,Private room,34,30,0,,,23,314
"New, Adorable Williamsburg One-Bedroom",Mah,Brooklyn,Williamsburg,40.70409,-73.94078,Entire home/apt,195,2,1,2019-05-06,0.47,1,0
Sunny Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70876,-73.89704,Private room,34,30,0,,,23,322
"Room w/Loft & Private Bathroom, Private Entrance",Jason,Brooklyn,Bushwick,40.69764,-73.91585,Private room,62,17,2,2019-07-02,0.78,1,21
Shared Couch  in  Shared Studio,Janu,Manhattan,Harlem,40.80298,-73.95375,Shared room,20,1,0,,,3,2
Modern Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70769,-73.89641,Private room,34,30,1,2019-06-08,1,23,325
Trendy Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70885,-73.89634,Private room,34,30,0,,,23,136
Peaceful Private BR in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70937,-73.89702,Private room,34,30,0,,,23,192
24hr access recording studio with on call engineer,Amin,Brooklyn,Clinton Hill,40.69593,-73.97003,Private room,75,1,0,,,1,0
Comfortable!  2 Bed Rm Apt. in House~20 min to NYC,Gil,Bronx,Clason Point,40.81338,-73.85821,Entire home/apt,75,2,5,2019-07-06,5,1,86
Beautiful Private Room in Upper East Side #8,Shai,Manhattan,Upper East Side,40.78222,-73.9456,Private room,95,3,3,2019-05-15,1.10,9,8
Stylish 4 BR APT in Ridgewood Woodbine,Yuval,Queens,Ridgewood,40.70807,-73.89483,Private room,34,30,0,,,23,322
#1 Shared ROOM 4YOU for 6 guests,Levi,Brooklyn,Crown Heights,40.66738,-73.93669,Shared room,25,2,1,2019-05-28,0.71,3,167
Manhattan/帝国大夏/ time square【3】,Michael,Manhattan,Chelsea,40.74578,-73.99091,Private room,130,2,3,2019-06-23,3,3,132
Cozy room with 3 windows.,Filip,Brooklyn,Bushwick,40.69174,-73.90811,Private room,40,30,0,,,1,365
#2 ROOM 4LEDY (4 guests),Levi,Brooklyn,Crown Heights,40.66779,-73.93729,Shared room,45,2,0,,,3,179
NEW! Beautiful room in flat w/ rooftop in SOHO :),Corinna,Manhattan,Nolita,40.72365,-73.99377,Private room,150,4,2,2019-06-10,1.82,1,6
"Spacious, Light-Filled, Private Bklyn 2-Bedroom",Joel,Brooklyn,Crown Heights,40.66549,-73.94616,Entire home/apt,220,2,4,2019-06-05,2.03,1,251
Antonio's place,Antonio,Queens,Long Island City,40.75009,-73.94864,Private room,85,1,15,2019-07-02,6.00,1,67
Super Spacious Room! Private bathroom! LES/Soho,Maria,Manhattan,Lower East Side,40.71983,-73.98981,Private room,135,1,10,2019-06-20,4.05,3,93
211 east 34 stRoom 3,Mohammed,Brooklyn,East Flatbush,40.65295,-73.9463,Private room,42,7,4,2019-07-01,2.55,9,120
Comfy Room in Williamsburg! Close to 3 subways!,Anthony,Brooklyn,Williamsburg,40.70445,-73.94491,Private room,75,4,5,2019-06-29,2.27,1,6
The Eagle's Nest,Loretta,Manhattan,Harlem,40.80437,-73.94595,Private room,85,1,3,2019-05-15,1.14,1,193
Beautiful studio apartment in a perfect location,Gustav,Manhattan,East Village,40.72359,-73.98519,Entire home/apt,140,3,1,2019-06-23,1,1,56
Private Bedroom Modern Fully Renovated Harlem Apt,M,Manhattan,Harlem,40.82185,-73.9413,Private room,99,2,1,2019-04-28,0.42,1,359
Cozy Three-Bedroom Apartment - Brooklyn,Em,Brooklyn,Bedford-Stuyvesant,40.68737,-73.94346,Entire home/apt,140,1,3,2019-06-24,1.80,1,316
Steps away from Manhattan!,Anna,Queens,Astoria,40.76752,-73.91433,Entire home/apt,250,3,13,2019-06-26,5.49,1,76
"Entire 2BR Modern, Luxurious Apt in East Village",Karim,Manhattan,East Village,40.72607,-73.98625,Entire home/apt,190,2,2,2019-06-10,1.40,2,0
Perfect 2 Bedrooms in Upper East Side #8,Shai,Manhattan,Upper East Side,40.78364,-73.94586,Entire home/apt,175,3,1,2019-05-04,0.45,9,103
Private Room with Backyard Access!,Mihail,Brooklyn,Bushwick,40.69899,-73.91667,Private room,65,1,9,2019-07-05,3.38,4,66
Private & Cozy Room in Bushwick,Mihail,Brooklyn,Bushwick,40.69932,-73.91576,Private room,65,1,7,2019-06-16,2.63,4,61
Gorgeous 2br apartment on Madison Ave,Michael,Manhattan,Midtown,40.74602,-73.98486,Entire home/apt,339,3,20,2019-06-22,7.89,1,86
Large modern one bedroom apartment -1 block subway,Camille,Queens,Astoria,40.76939,-73.92139,Entire home/apt,175,1,0,,,1,185
"Centrally Located 2 Bedroom, 1 Bath",Robert,Manhattan,East Village,40.72391,-73.98409,Entire home/apt,700,2,8,2019-06-02,3.08,1,263
